,OA,Females total,Males total,[count] - Females - Infant [0-4],[count] - Females - Primary student [5-9],[count] - Females - Secondary student [10-15],[count] - Females - College student [16-17],[count] - Females - Universitarian / apprentice [18-24],[count] - Females - Young adult [25-39],[count] - Females - Middle-aged adult [40-49],[count] - Females - Senior adult [50-64],[count] - Females - Senior [65+],[count] - Males - Infant [0-4],[count] - Males - Primary student [5-9],[count] - Males - Secondary student [10-15],[count] - Males - College student [16-17],[count] - Males - Universitarian / apprentice [18-24],[count] - Males - Young adult [25-39],[count] - Males - Middle-aged adult [40-49],[count] - Males - Senior adult [50-64],[count] - Males - Senior [65+],[count] - Total - Infant [0-4],[count] - Total - Primary student [5-9],[count] - Total - Secondary student [10-15],[count] - Total - College student [16-17],[count] - Total - Universitarian / apprentice [18-24],[count] - Total - Young adult [25-39],[count] - Total - Middle-aged adult [40-49],[count] - Total - Senior adult [50-64],[count] - Total - Senior [65+],[%_in_OA] - Females - Infant [0-4],[%_in_OA] - Females - Primary student [5-9],[%_in_OA] - Females - Secondary student [10-15],[%_in_OA] - Females - College student [16-17],[%_in_OA] - Females - Universitarian / apprentice [18-24],[%_in_OA] - Females - Young adult [25-39],[%_in_OA] - Females - Middle-aged adult [40-49],[%_in_OA] - Females - Senior adult [50-64],[%_in_OA] - Females - Senior [65+],[%_in_OA] - Males - Infant [0-4],[%_in_OA] - Males - Primary student [5-9],[%_in_OA] - Males - Secondary student [10-15],[%_in_OA] - Males - College student [16-17],[%_in_OA] - Males - Universitarian / apprentice [18-24],[%_in_OA] - Males - Young adult [25-39],[%_in_OA] - Males - Middle-aged adult [40-49],[%_in_OA] - Males - Senior adult [50-64],[%_in_OA] - Males - Senior [65+],[%_in_OA] - Total - Infant [0-4],[%_in_OA] - Total - Primary student [5-9],[%_in_OA] - Total - Secondary student [10-15],[%_in_OA] - Total - College student [16-17],[%_in_OA] - Total - Universitarian / apprentice [18-24],[%_in_OA] - Total - Young adult [25-39],[%_in_OA] - Total - Middle-aged adult [40-49],[%_in_OA] - Total - Senior adult [50-64],[%_in_OA] - Total - Senior [65+],[shared_scale] - [%_in_OA] - Total - Infant [0-4],[shared_scale] - [%_in_OA] - Total - Primary student [5-9],[shared_scale] - [%_in_OA] - Total - Secondary student [10-15],[shared_scale] - [%_in_OA] - Total - College student [16-17],[shared_scale] - [%_in_OA] - Total - Universitarian / apprentice [18-24],[shared_scale] - [%_in_OA] - Total - Young adult [25-39],[shared_scale] - [%_in_OA] - Total - Middle-aged adult [40-49],[shared_scale] - [%_in_OA] - Total - Senior adult [50-64],[shared_scale] - [%_in_OA] - Total - Senior [65+]
373,E00023808,139.0,136.0,11.0,8.0,4.0,0.0,4.0,56.0,27.0,17.0,12.0,12.0,4.0,1.0,1.0,12.0,65.0,24.0,6.0,11.0,23.0,12.0,5.0,1.0,16.0,121.0,51.0,23.0,23.0,4.0,2.909,1.455,0.0,1.455,20.364,9.818,6.182,4.364,4.364,1.455,0.364,0.364,4.364,23.636,8.727,2.182,4.0,8.364,4.364,1.818,0.364,5.818,44.0,18.545,8.364,8.364,8.364,4.364,1.818,0.364,5.818,44.0,18.545,8.364,8.364
374,E00023809,192.0,191.0,10.0,15.0,10.0,3.0,17.0,67.0,26.0,25.0,19.0,11.0,9.0,13.0,1.0,15.0,73.0,33.0,19.0,17.0,21.0,24.0,23.0,4.0,32.0,140.0,59.0,44.0,36.0,2.611,3.916,2.611,0.783,4.439,17.493,6.789,6.527,4.961,2.872,2.35,3.394,0.261,3.916,19.06,8.616,4.961,4.439,5.483,6.266,6.005,1.044,8.355,36.554,15.405,11.488,9.399,5.483,6.266,6.005,1.044,8.355,36.554,15.405,11.488,9.399
375,E00023810,128.0,165.0,9.0,7.0,4.0,2.0,11.0,35.0,23.0,22.0,15.0,9.0,23.0,11.0,2.0,13.0,50.0,25.0,20.0,12.0,18.0,30.0,15.0,4.0,24.0,85.0,48.0,42.0,27.0,3.072,2.389,1.365,0.683,3.754,11.945,7.85,7.509,5.119,3.072,7.85,3.754,0.683,4.437,17.065,8.532,6.826,4.096,6.143,10.239,5.119,1.365,8.191,29.01,16.382,14.334,9.215,6.143,10.239,5.119,1.365,8.191,29.01,16.382,14.334,9.215
376,E00023811,170.0,155.0,22.0,6.0,5.0,3.0,4.0,66.0,18.0,27.0,19.0,6.0,0.0,0.0,0.0,3.0,87.0,34.0,22.0,3.0,28.0,6.0,5.0,3.0,7.0,153.0,52.0,49.0,22.0,6.769,1.846,1.538,0.923,1.231,20.308,5.538,8.308,5.846,1.846,0.0,0.0,0.0,0.923,26.769,10.462,6.769,0.923,8.615,1.846,1.538,0.923,2.154,47.077,16.0,15.077,6.769,8.615,1.846,1.538,0.923,2.154,47.077,16.0,15.077,6.769
377,E00023812,135.0,106.0,8.0,4.0,6.0,4.0,31.0,33.0,12.0,23.0,14.0,1.0,4.0,8.0,2.0,22.0,33.0,11.0,15.0,10.0,9.0,8.0,14.0,6.0,53.0,66.0,23.0,38.0,24.0,3.32,1.66,2.49,1.66,12.863,13.693,4.979,9.544,5.809,0.415,1.66,3.32,0.83,9.129,13.693,4.564,6.224,4.149,3.734,3.32,5.809,2.49,21.992,27.386,9.544,15.768,9.959,3.734,3.32,5.809,2.49,21.992,27.386,9.544,15.768,9.959
378,E00023813,140.0,178.0,5.0,5.0,4.0,1.0,39.0,22.0,19.0,15.0,30.0,4.0,11.0,3.0,1.0,59.0,49.0,22.0,17.0,12.0,9.0,16.0,7.0,2.0,98.0,71.0,41.0,32.0,42.0,1.572,1.572,1.258,0.314,12.264,6.918,5.975,4.717,9.434,1.258,3.459,0.943,0.314,18.553,15.409,6.918,5.346,3.774,2.83,5.031,2.201,0.629,30.818,22.327,12.893,10.063,13.208,2.83,5.031,2.201,0.629,30.818,22.327,12.893,10.063,13.208
379,E00023814,259.0,299.0,6.0,8.0,14.0,19.0,47.0,52.0,36.0,40.0,37.0,12.0,11.0,21.0,8.0,56.0,68.0,38.0,35.0,50.0,18.0,19.0,35.0,27.0,103.0,120.0,74.0,75.0,87.0,1.075,1.434,2.509,3.405,8.423,9.319,6.452,7.168,6.631,2.151,1.971,3.763,1.434,10.036,12.186,6.81,6.272,8.961,3.226,3.405,6.272,4.839,18.459,21.505,13.262,13.441,15.591,3.226,3.405,6.272,4.839,18.459,21.505,13.262,13.441,15.591
380,E00023815,93.0,96.0,3.0,5.0,6.0,1.0,18.0,16.0,8.0,16.0,20.0,4.0,3.0,6.0,5.0,13.0,22.0,8.0,10.0,25.0,7.0,8.0,12.0,6.0,31.0,38.0,16.0,26.0,45.0,1.587,2.646,3.175,0.529,9.524,8.466,4.233,8.466,10.582,2.116,1.587,3.175,2.646,6.878,11.64,4.233,5.291,13.228,3.704,4.233,6.349,3.175,16.402,20.106,8.466,13.757,23.81,3.704,4.233,6.349,3.175,16.402,20.106,8.466,13.757,23.81
381,E00023816,166.0,177.0,10.0,6.0,11.0,5.0,12.0,45.0,17.0,31.0,29.0,10.0,11.0,9.0,5.0,13.0,53.0,24.0,26.0,26.0,20.0,17.0,20.0,10.0,25.0,98.0,41.0,57.0,55.0,2.915,1.749,3.207,1.458,3.499,13.12,4.956,9.038,8.455,2.915,3.207,2.624,1.458,3.79,15.452,6.997,7.58,7.58,5.831,4.956,5.831,2.915,7.289,28.571,11.953,16.618,16.035,5.831,4.956,5.831,2.915,7.289,28.571,11.953,16.618,16.035
382,E00023817,188.0,165.0,5.0,13.0,12.0,5.0,20.0,26.0,30.0,37.0,40.0,10.0,4.0,6.0,3.0,21.0,33.0,26.0,33.0,29.0,15.0,17.0,18.0,8.0,41.0,59.0,56.0,70.0,69.0,1.416,3.683,3.399,1.416,5.666,7.365,8.499,10.482,11.331,2.833,1.133,1.7,0.85,5.949,9.348,7.365,9.348,8.215,4.249,4.816,5.099,2.266,11.615,16.714,15.864,19.83,19.547,4.249,4.816,5.099,2.266,11.615,16.714,15.864,19.83,19.547
383,E00023818,454.0,437.0,12.0,33.0,18.0,6.0,177.0,103.0,38.0,32.0,35.0,17.0,11.0,7.0,4.0,137.0,125.0,64.0,44.0,28.0,29.0,44.0,25.0,10.0,314.0,228.0,102.0,76.0,63.0,1.347,3.704,2.02,0.673,19.865,11.56,4.265,3.591,3.928,1.908,1.235,0.786,0.449,15.376,14.029,7.183,4.938,3.143,3.255,4.938,2.806,1.122,35.241,25.589,11.448,8.53,7.071,3.255,4.938,2.806,1.122,35.241,25.589,11.448,8.53,7.071
384,E00023819,151.0,213.0,7.0,11.0,7.0,3.0,16.0,35.0,30.0,29.0,13.0,23.0,0.0,10.0,1.0,11.0,72.0,15.0,45.0,36.0,30.0,11.0,17.0,4.0,27.0,107.0,45.0,74.0,49.0,1.923,3.022,1.923,0.824,4.396,9.615,8.242,7.967,3.571,6.319,0.0,2.747,0.275,3.022,19.78,4.121,12.363,9.89,8.242,3.022,4.67,1.099,7.418,29.396,12.363,20.33,13.462,8.242,3.022,4.67,1.099,7.418,29.396,12.363,20.33,13.462
385,E00023820,117.0,135.0,4.0,5.0,8.0,1.0,17.0,34.0,20.0,14.0,14.0,6.0,1.0,4.0,4.0,19.0,34.0,13.0,27.0,27.0,10.0,6.0,12.0,5.0,36.0,68.0,33.0,41.0,41.0,1.587,1.984,3.175,0.397,6.746,13.492,7.937,5.556,5.556,2.381,0.397,1.587,1.587,7.54,13.492,5.159,10.714,10.714,3.968,2.381,4.762,1.984,14.286,26.984,13.095,16.27,16.27,3.968,2.381,4.762,1.984,14.286,26.984,13.095,16.27,16.27
386,E00023821,119.0,138.0,0.0,8.0,6.0,1.0,20.0,18.0,21.0,30.0,15.0,0.0,1.0,5.0,3.0,21.0,40.0,16.0,15.0,37.0,0.0,9.0,11.0,4.0,41.0,58.0,37.0,45.0,52.0,0.0,3.113,2.335,0.389,7.782,7.004,8.171,11.673,5.837,0.0,0.389,1.946,1.167,8.171,15.564,6.226,5.837,14.397,0.0,3.502,4.28,1.556,15.953,22.568,14.397,17.51,20.233,0.0,3.502,4.28,1.556,15.953,22.568,14.397,17.51,20.233
387,E00023822,122.0,157.0,9.0,4.0,3.0,2.0,8.0,35.0,17.0,21.0,23.0,12.0,11.0,6.0,3.0,15.0,47.0,25.0,21.0,17.0,21.0,15.0,9.0,5.0,23.0,82.0,42.0,42.0,40.0,3.226,1.434,1.075,0.717,2.867,12.545,6.093,7.527,8.244,4.301,3.943,2.151,1.075,5.376,16.846,8.961,7.527,6.093,7.527,5.376,3.226,1.792,8.244,29.391,15.054,15.054,14.337,7.527,5.376,3.226,1.792,8.244,29.391,15.054,15.054,14.337
388,E00023823,101.0,162.0,6.0,0.0,2.0,2.0,11.0,24.0,17.0,27.0,12.0,11.0,3.0,0.0,0.0,16.0,52.0,28.0,22.0,30.0,17.0,3.0,2.0,2.0,27.0,76.0,45.0,49.0,42.0,2.281,0.0,0.76,0.76,4.183,9.125,6.464,10.266,4.563,4.183,1.141,0.0,0.0,6.084,19.772,10.646,8.365,11.407,6.464,1.141,0.76,0.76,10.266,28.897,17.11,18.631,15.97,6.464,1.141,0.76,0.76,10.266,28.897,17.11,18.631,15.97
389,E00023824,198.0,225.0,13.0,11.0,9.0,5.0,56.0,45.0,21.0,23.0,15.0,15.0,8.0,7.0,4.0,31.0,58.0,51.0,34.0,17.0,28.0,19.0,16.0,9.0,87.0,103.0,72.0,57.0,32.0,3.073,2.6,2.128,1.182,13.239,10.638,4.965,5.437,3.546,3.546,1.891,1.655,0.946,7.329,13.712,12.057,8.038,4.019,6.619,4.492,3.783,2.128,20.567,24.35,17.021,13.475,7.565,6.619,4.492,3.783,2.128,20.567,24.35,17.021,13.475,7.565
390,E00023825,65.0,128.0,0.0,6.0,0.0,2.0,3.0,23.0,15.0,5.0,11.0,19.0,0.0,0.0,0.0,0.0,62.0,46.0,0.0,1.0,19.0,6.0,0.0,2.0,3.0,85.0,61.0,5.0,12.0,0.0,3.109,0.0,1.036,1.554,11.917,7.772,2.591,5.699,9.845,0.0,0.0,0.0,0.0,32.124,23.834,0.0,0.518,9.845,3.109,0.0,1.036,1.554,44.041,31.606,2.591,6.218,9.845,3.109,0.0,1.036,1.554,44.041,31.606,2.591,6.218
391,E00023826,203.0,237.0,7.0,8.0,7.0,1.0,13.0,56.0,42.0,47.0,22.0,5.0,32.0,7.0,1.0,17.0,44.0,76.0,28.0,27.0,12.0,40.0,14.0,2.0,30.0,100.0,118.0,75.0,49.0,1.591,1.818,1.591,0.227,2.955,12.727,9.545,10.682,5.0,1.136,7.273,1.591,0.227,3.864,10.0,17.273,6.364,6.136,2.727,9.091,3.182,0.455,6.818,22.727,26.818,17.045,11.136,2.727,9.091,3.182,0.455,6.818,22.727,26.818,17.045,11.136
392,E00023827,155.0,153.0,4.0,12.0,7.0,5.0,13.0,42.0,18.0,33.0,21.0,12.0,6.0,5.0,1.0,7.0,43.0,34.0,23.0,22.0,16.0,18.0,12.0,6.0,20.0,85.0,52.0,56.0,43.0,1.299,3.896,2.273,1.623,4.221,13.636,5.844,10.714,6.818,3.896,1.948,1.623,0.325,2.273,13.961,11.039,7.468,7.143,5.195,5.844,3.896,1.948,6.494,27.597,16.883,18.182,13.961,5.195,5.844,3.896,1.948,6.494,27.597,16.883,18.182,13.961
393,E00023828,169.0,248.0,6.0,4.0,5.0,2.0,12.0,73.0,20.0,22.0,25.0,21.0,8.0,5.0,2.0,26.0,117.0,25.0,24.0,20.0,27.0,12.0,10.0,4.0,38.0,190.0,45.0,46.0,45.0,1.439,0.959,1.199,0.48,2.878,17.506,4.796,5.276,5.995,5.036,1.918,1.199,0.48,6.235,28.058,5.995,5.755,4.796,6.475,2.878,2.398,0.959,9.113,45.564,10.791,11.031,10.791,6.475,2.878,2.398,0.959,9.113,45.564,10.791,11.031,10.791
394,E00023829,106.0,98.0,6.0,0.0,8.0,3.0,9.0,16.0,28.0,21.0,15.0,6.0,4.0,8.0,1.0,2.0,22.0,6.0,21.0,28.0,12.0,4.0,16.0,4.0,11.0,38.0,34.0,42.0,43.0,2.941,0.0,3.922,1.471,4.412,7.843,13.725,10.294,7.353,2.941,1.961,3.922,0.49,0.98,10.784,2.941,10.294,13.725,5.882,1.961,7.843,1.961,5.392,18.627,16.667,20.588,21.078,5.882,1.961,7.843,1.961,5.392,18.627,16.667,20.588,21.078
395,E00023830,145.0,194.0,11.0,4.0,7.0,5.0,10.0,55.0,21.0,16.0,16.0,2.0,11.0,7.0,3.0,19.0,64.0,33.0,26.0,29.0,13.0,15.0,14.0,8.0,29.0,119.0,54.0,42.0,45.0,3.245,1.18,2.065,1.475,2.95,16.224,6.195,4.72,4.72,0.59,3.245,2.065,0.885,5.605,18.879,9.735,7.67,8.555,3.835,4.425,4.13,2.36,8.555,35.103,15.929,12.389,13.274,3.835,4.425,4.13,2.36,8.555,35.103,15.929,12.389,13.274
396,E00023831,106.0,96.0,5.0,13.0,1.0,2.0,6.0,42.0,14.0,5.0,18.0,0.0,2.0,0.0,0.0,4.0,50.0,24.0,8.0,8.0,5.0,15.0,1.0,2.0,10.0,92.0,38.0,13.0,26.0,2.475,6.436,0.495,0.99,2.97,20.792,6.931,2.475,8.911,0.0,0.99,0.0,0.0,1.98,24.752,11.881,3.96,3.96,2.475,7.426,0.495,0.99,4.95,45.545,18.812,6.436,12.871,2.475,7.426,0.495,0.99,4.95,45.545,18.812,6.436,12.871
397,E00023832,120.0,135.0,5.0,13.0,2.0,1.0,7.0,44.0,9.0,21.0,18.0,0.0,6.0,0.0,3.0,9.0,52.0,16.0,23.0,26.0,5.0,19.0,2.0,4.0,16.0,96.0,25.0,44.0,44.0,1.961,5.098,0.784,0.392,2.745,17.255,3.529,8.235,7.059,0.0,2.353,0.0,1.176,3.529,20.392,6.275,9.02,10.196,1.961,7.451,0.784,1.569,6.275,37.647,9.804,17.255,17.255,1.961,7.451,0.784,1.569,6.275,37.647,9.804,17.255,17.255
398,E00023833,113.0,121.0,3.0,8.0,4.0,0.0,14.0,40.0,7.0,15.0,22.0,0.0,10.0,0.0,0.0,8.0,56.0,19.0,18.0,10.0,3.0,18.0,4.0,0.0,22.0,96.0,26.0,33.0,32.0,1.282,3.419,1.709,0.0,5.983,17.094,2.991,6.41,9.402,0.0,4.274,0.0,0.0,3.419,23.932,8.12,7.692,4.274,1.282,7.692,1.709,0.0,9.402,41.026,11.111,14.103,13.675,1.282,7.692,1.709,0.0,9.402,41.026,11.111,14.103,13.675
399,E00023834,214.0,281.0,9.0,6.0,20.0,8.0,22.0,42.0,35.0,44.0,28.0,5.0,13.0,16.0,6.0,33.0,87.0,35.0,47.0,39.0,14.0,19.0,36.0,14.0,55.0,129.0,70.0,91.0,67.0,1.818,1.212,4.04,1.616,4.444,8.485,7.071,8.889,5.657,1.01,2.626,3.232,1.212,6.667,17.576,7.071,9.495,7.879,2.828,3.838,7.273,2.828,11.111,26.061,14.141,18.384,13.535,2.828,3.838,7.273,2.828,11.111,26.061,14.141,18.384,13.535
400,E00023835,98.0,103.0,11.0,1.0,1.0,0.0,5.0,43.0,11.0,15.0,11.0,5.0,1.0,1.0,0.0,4.0,56.0,15.0,14.0,7.0,16.0,2.0,2.0,0.0,9.0,99.0,26.0,29.0,18.0,5.473,0.498,0.498,0.0,2.488,21.393,5.473,7.463,5.473,2.488,0.498,0.498,0.0,1.99,27.861,7.463,6.965,3.483,7.96,0.995,0.995,0.0,4.478,49.254,12.935,14.428,8.955,7.96,0.995,0.995,0.0,4.478,49.254,12.935,14.428,8.955
401,E00023836,177.0,227.0,7.0,3.0,10.0,8.0,12.0,54.0,21.0,34.0,28.0,12.0,12.0,3.0,1.0,25.0,85.0,30.0,43.0,16.0,19.0,15.0,13.0,9.0,37.0,139.0,51.0,77.0,44.0,1.733,0.743,2.475,1.98,2.97,13.366,5.198,8.416,6.931,2.97,2.97,0.743,0.248,6.188,21.04,7.426,10.644,3.96,4.703,3.713,3.218,2.228,9.158,34.406,12.624,19.059,10.891,4.703,3.713,3.218,2.228,9.158,34.406,12.624,19.059,10.891
402,E00023837,90.0,115.0,8.0,0.0,4.0,1.0,7.0,30.0,12.0,16.0,12.0,1.0,7.0,4.0,0.0,9.0,48.0,10.0,25.0,11.0,9.0,7.0,8.0,1.0,16.0,78.0,22.0,41.0,23.0,3.902,0.0,1.951,0.488,3.415,14.634,5.854,7.805,5.854,0.488,3.415,1.951,0.0,4.39,23.415,4.878,12.195,5.366,4.39,3.415,3.902,0.488,7.805,38.049,10.732,20.0,11.22,4.39,3.415,3.902,0.488,7.805,38.049,10.732,20.0,11.22
403,E00023838,187.0,222.0,14.0,5.0,8.0,1.0,21.0,55.0,28.0,27.0,28.0,4.0,11.0,2.0,3.0,10.0,95.0,35.0,29.0,33.0,18.0,16.0,10.0,4.0,31.0,150.0,63.0,56.0,61.0,3.423,1.222,1.956,0.244,5.134,13.447,6.846,6.601,6.846,0.978,2.689,0.489,0.733,2.445,23.227,8.557,7.09,8.068,4.401,3.912,2.445,0.978,7.579,36.675,15.403,13.692,14.914,4.401,3.912,2.445,0.978,7.579,36.675,15.403,13.692,14.914
404,E00023839,242.0,218.0,7.0,18.0,9.0,5.0,16.0,82.0,35.0,33.0,37.0,4.0,4.0,12.0,3.0,20.0,38.0,46.0,51.0,40.0,11.0,22.0,21.0,8.0,36.0,120.0,81.0,84.0,77.0,1.522,3.913,1.957,1.087,3.478,17.826,7.609,7.174,8.043,0.87,0.87,2.609,0.652,4.348,8.261,10.0,11.087,8.696,2.391,4.783,4.565,1.739,7.826,26.087,17.609,18.261,16.739,2.391,4.783,4.565,1.739,7.826,26.087,17.609,18.261,16.739
405,E00023840,79.0,92.0,1.0,2.0,1.0,0.0,6.0,26.0,14.0,13.0,16.0,1.0,11.0,3.0,1.0,4.0,42.0,16.0,8.0,6.0,2.0,13.0,4.0,1.0,10.0,68.0,30.0,21.0,22.0,0.585,1.17,0.585,0.0,3.509,15.205,8.187,7.602,9.357,0.585,6.433,1.754,0.585,2.339,24.561,9.357,4.678,3.509,1.17,7.602,2.339,0.585,5.848,39.766,17.544,12.281,12.865,1.17,7.602,2.339,0.585,5.848,39.766,17.544,12.281,12.865
406,E00023841,116.0,165.0,3.0,2.0,0.0,2.0,8.0,50.0,21.0,16.0,14.0,19.0,4.0,1.0,0.0,18.0,64.0,33.0,18.0,8.0,22.0,6.0,1.0,2.0,26.0,114.0,54.0,34.0,22.0,1.068,0.712,0.0,0.712,2.847,17.794,7.473,5.694,4.982,6.762,1.423,0.356,0.0,6.406,22.776,11.744,6.406,2.847,7.829,2.135,0.356,0.712,9.253,40.569,19.217,12.1,7.829,7.829,2.135,0.356,0.712,9.253,40.569,19.217,12.1,7.829
407,E00023842,160.0,220.0,4.0,31.0,3.0,0.0,9.0,39.0,27.0,27.0,20.0,1.0,10.0,13.0,2.0,18.0,110.0,28.0,22.0,16.0,5.0,41.0,16.0,2.0,27.0,149.0,55.0,49.0,36.0,1.053,8.158,0.789,0.0,2.368,10.263,7.105,7.105,5.263,0.263,2.632,3.421,0.526,4.737,28.947,7.368,5.789,4.211,1.316,10.789,4.211,0.526,7.105,39.211,14.474,12.895,9.474,1.316,10.789,4.211,0.526,7.105,39.211,14.474,12.895,9.474
408,E00023843,70.0,135.0,0.0,2.0,4.0,1.0,5.0,32.0,4.0,5.0,17.0,1.0,10.0,0.0,0.0,28.0,50.0,21.0,14.0,11.0,1.0,12.0,4.0,1.0,33.0,82.0,25.0,19.0,28.0,0.0,0.976,1.951,0.488,2.439,15.61,1.951,2.439,8.293,0.488,4.878,0.0,0.0,13.659,24.39,10.244,6.829,5.366,0.488,5.854,1.951,0.488,16.098,40.0,12.195,9.268,13.659,0.488,5.854,1.951,0.488,16.098,40.0,12.195,9.268,13.659
409,E00023844,151.0,118.0,13.0,3.0,0.0,2.0,7.0,77.0,16.0,19.0,14.0,1.0,2.0,5.0,1.0,8.0,62.0,20.0,9.0,10.0,14.0,5.0,5.0,3.0,15.0,139.0,36.0,28.0,24.0,4.833,1.115,0.0,0.743,2.602,28.625,5.948,7.063,5.204,0.372,0.743,1.859,0.372,2.974,23.048,7.435,3.346,3.717,5.204,1.859,1.859,1.115,5.576,51.673,13.383,10.409,8.922,5.204,1.859,1.859,1.115,5.576,51.673,13.383,10.409,8.922
410,E00023845,201.0,231.0,5.0,15.0,6.0,4.0,15.0,72.0,26.0,35.0,23.0,9.0,1.0,10.0,3.0,27.0,88.0,29.0,36.0,28.0,14.0,16.0,16.0,7.0,42.0,160.0,55.0,71.0,51.0,1.157,3.472,1.389,0.926,3.472,16.667,6.019,8.102,5.324,2.083,0.231,2.315,0.694,6.25,20.37,6.713,8.333,6.481,3.241,3.704,3.704,1.62,9.722,37.037,12.731,16.435,11.806,3.241,3.704,3.704,1.62,9.722,37.037,12.731,16.435,11.806
411,E00023846,147.0,139.0,3.0,4.0,3.0,1.0,22.0,48.0,8.0,32.0,26.0,9.0,1.0,11.0,3.0,14.0,52.0,24.0,15.0,10.0,12.0,5.0,14.0,4.0,36.0,100.0,32.0,47.0,36.0,1.049,1.399,1.049,0.35,7.692,16.783,2.797,11.189,9.091,3.147,0.35,3.846,1.049,4.895,18.182,8.392,5.245,3.497,4.196,1.748,4.895,1.399,12.587,34.965,11.189,16.434,12.587,4.196,1.748,4.895,1.399,12.587,34.965,11.189,16.434,12.587
412,E00023847,88.0,101.0,5.0,7.0,10.0,4.0,7.0,13.0,12.0,16.0,14.0,5.0,10.0,11.0,4.0,7.0,9.0,18.0,14.0,23.0,10.0,17.0,21.0,8.0,14.0,22.0,30.0,30.0,37.0,2.646,3.704,5.291,2.116,3.704,6.878,6.349,8.466,7.407,2.646,5.291,5.82,2.116,3.704,4.762,9.524,7.407,12.169,5.291,8.995,11.111,4.233,7.407,11.64,15.873,15.873,19.577,5.291,8.995,11.111,4.233,7.407,11.64,15.873,15.873,19.577
413,E00023848,133.0,184.0,5.0,4.0,6.0,4.0,25.0,42.0,16.0,15.0,16.0,15.0,3.0,3.0,2.0,21.0,80.0,26.0,20.0,14.0,20.0,7.0,9.0,6.0,46.0,122.0,42.0,35.0,30.0,1.577,1.262,1.893,1.262,7.886,13.249,5.047,4.732,5.047,4.732,0.946,0.946,0.631,6.625,25.237,8.202,6.309,4.416,6.309,2.208,2.839,1.893,14.511,38.486,13.249,11.041,9.464,6.309,2.208,2.839,1.893,14.511,38.486,13.249,11.041,9.464
414,E00023849,256.0,240.0,17.0,11.0,19.0,5.0,13.0,77.0,30.0,46.0,38.0,19.0,21.0,9.0,8.0,10.0,83.0,32.0,27.0,31.0,36.0,32.0,28.0,13.0,23.0,160.0,62.0,73.0,69.0,3.427,2.218,3.831,1.008,2.621,15.524,6.048,9.274,7.661,3.831,4.234,1.815,1.613,2.016,16.734,6.452,5.444,6.25,7.258,6.452,5.645,2.621,4.637,32.258,12.5,14.718,13.911,7.258,6.452,5.645,2.621,4.637,32.258,12.5,14.718,13.911
415,E00023851,207.0,193.0,20.0,14.0,14.0,7.0,18.0,63.0,29.0,31.0,11.0,11.0,15.0,14.0,6.0,15.0,67.0,24.0,26.0,15.0,31.0,29.0,28.0,13.0,33.0,130.0,53.0,57.0,26.0,5.0,3.5,3.5,1.75,4.5,15.75,7.25,7.75,2.75,2.75,3.75,3.5,1.5,3.75,16.75,6.0,6.5,3.75,7.75,7.25,7.0,3.25,8.25,32.5,13.25,14.25,6.5,7.75,7.25,7.0,3.25,8.25,32.5,13.25,14.25,6.5
416,E00023852,224.0,201.0,11.0,17.0,27.0,9.0,10.0,42.0,45.0,43.0,20.0,15.0,14.0,24.0,3.0,12.0,43.0,31.0,36.0,23.0,26.0,31.0,51.0,12.0,22.0,85.0,76.0,79.0,43.0,2.588,4.0,6.353,2.118,2.353,9.882,10.588,10.118,4.706,3.529,3.294,5.647,0.706,2.824,10.118,7.294,8.471,5.412,6.118,7.294,12.0,2.824,5.176,20.0,17.882,18.588,10.118,6.118,7.294,12.0,2.824,5.176,20.0,17.882,18.588,10.118
417,E00023853,175.0,181.0,9.0,13.0,10.0,6.0,19.0,42.0,20.0,30.0,26.0,5.0,11.0,9.0,5.0,17.0,55.0,26.0,38.0,15.0,14.0,24.0,19.0,11.0,36.0,97.0,46.0,68.0,41.0,2.528,3.652,2.809,1.685,5.337,11.798,5.618,8.427,7.303,1.404,3.09,2.528,1.404,4.775,15.449,7.303,10.674,4.213,3.933,6.742,5.337,3.09,10.112,27.247,12.921,19.101,11.517,3.933,6.742,5.337,3.09,10.112,27.247,12.921,19.101,11.517
418,E00023854,229.0,200.0,15.0,14.0,25.0,11.0,15.0,33.0,34.0,30.0,52.0,11.0,17.0,20.0,2.0,13.0,50.0,27.0,36.0,24.0,26.0,31.0,45.0,13.0,28.0,83.0,61.0,66.0,76.0,3.497,3.263,5.828,2.564,3.497,7.692,7.925,6.993,12.121,2.564,3.963,4.662,0.466,3.03,11.655,6.294,8.392,5.594,6.061,7.226,10.49,3.03,6.527,19.347,14.219,15.385,17.716,6.061,7.226,10.49,3.03,6.527,19.347,14.219,15.385,17.716
419,E00023855,217.0,192.0,13.0,18.0,16.0,5.0,12.0,41.0,38.0,37.0,37.0,14.0,22.0,25.0,7.0,16.0,43.0,19.0,31.0,15.0,27.0,40.0,41.0,12.0,28.0,84.0,57.0,68.0,52.0,3.178,4.401,3.912,1.222,2.934,10.024,9.291,9.046,9.046,3.423,5.379,6.112,1.711,3.912,10.513,4.645,7.579,3.667,6.601,9.78,10.024,2.934,6.846,20.538,13.936,16.626,12.714,6.601,9.78,10.024,2.934,6.846,20.538,13.936,16.626,12.714
